                25           1000035           1000025                 0             0  0
                25           1000035           1000035                 0             0  0
                25           1000024          -1000024                 0             0  0
                25           1000024          -1000037                 0             0  0
                25           1000037          -1000024                 0             0  0
                25           1000037          -1000037                 0             0  0
                25           1000001          -1000001                 0             0  0
                25           2000001          -2000001                 0             0  0
                25           1000001          -2000001                 0             0  0
                25          -1000001           2000001                 0             0  0
                25           1000002          -1000002                 0             0  0
                25           2000002          -2000002                 0             0  0
                25           1000002          -2000002                 0             0  0
                25          -1000002           2000002                 0             0  0
                25           1000003          -1000003                 0             0  0
                25           2000003          -2000003                 0             0  0
                25           1000003          -2000003                 0             0  0
                25          -1000003           2000003                 0             0  0
                25           1000004          -1000004                 0             0  0
                25           2000004          -2000004                 0             0  0
                25           1000004          -2000004                 0             0  0
                25          -1000004           2000004                 0             0  0
                25           1000005          -1000005                 0             0  0
                25           2000005          -2000005                 0             0  0
                25           1000005          -2000005                 0             0  0
                25          -1000005           2000005                 0             0  0
                25           1000006          -1000006                 0             0  0
                25           2000006          -2000006                 0             0  0
                25           1000006          -2000006                 0             0  0
                25          -1000006           2000006                 0             0  0
                25           1000011          -1000011                 0             0  0
                25           2000011          -2000011                 0             0  0
                25           1000011          -2000011                 0             0  0
                25          -1000011           2000011                 0             0  0
                25           1000012          -1000012                 0             0  0
                25           2000012          -2000012                 0             0  0
                25           1000012          -2000012                 0             0  0
                25          -1000012           2000012                 0             0  0
                25           1000013          -1000013                 0             0  0
                25           2000013          -2000013                 0             0  0
                25           1000013          -2000013                 0             0  0
                25          -1000013           2000013                 0             0  0
                25           1000014          -1000014                 0             0  0
                25           2000014          -2000014                 0             0  0
                25           1000014          -2000014                 0             0  0
                25          -1000014           2000014                 0             0  0
                25           1000015          -1000015                 0             0  0
                25           2000015          -2000015                 0             0  0
                25           1000015          -2000015                 0             0  0
                25          -1000015           2000015                 0             0  0
                25           1000016          -1000016                 0             0  0
                25           2000016          -2000016                 0             0  0
                25           1000016          -2000016                 0             0  0
                25          -1000016           2000016                 0             0  0
                32                 1                -1                 0      0.145835  0
                32                 2                -2                 0      0.113276  0
                32                 3                -3                 0      0.145835  0
                32                 4                -4                 0      0.113271  0
                32                 5                -5                 0      0.145781  0
                32                 6                -6                 0      0.049002  0
                32                11               -11                 0      0.032025  0
                32                12               -12                 0      0.063642  0
                32                13               -13                 0      0.032025  0
                32                14               -14                 0      0.063642  0
                32                15               -15                 0      0.032022  0
                32                16               -16                 0      0.063642  0
                32                24               -24                 0             0  0
                34                -1                 2                 0      0.251225  0
               -34                 1                -2                 0      0.251225  0
                34                -1                 4                 0        0.0129  0
               -34                 1                -4                 0        0.0129  0
                34                -1                 6                 0         6e-06  0
               -34                 1                -6                 0         6e-06  0
                34                -3                 2                 0        0.0129  0
               -34                 3                -2                 0        0.0129  0
                34                -3                 4                 0      0.250764  0
               -34                 3                -4                 0      0.250764  0
                34                -3                 6                 0       0.00038  0
               -34                 3                -6                 0       0.00038  0
                34                -5                 2                 0         8e-06  0
               -34                 5                -2                 0         8e-06  0
                34                -5                 4                 0      0.000465  0
               -34                 5                -4                 0      0.000465  0
                34                -5                 6                 0      0.215418  0
               -34                 5                -6                 0      0.215418  0
                34               -11                12                 0      0.085312  0
               -34                11               -12                 0      0.085312  0
                34               -13                14                 0      0.085312  0
               -34                13               -14                 0      0.085312  0
                34               -15                16                 0       0.08531  0
               -34                15               -16                 0       0.08531  0
                34                24                23                 0             0  0
               -34               -24                23                 0             0  0
                35                 1                -1                 0             0  0
                35                 2                -2                 0             0  0
                35                 3                -3                 0             0  0
                35                 4                -4                 0       4.9e-05  0
                35                 5                -5                 0      0.000774  0
                35                 6                -6                 0             0  0
                35                11               -11                 0             0  0
                35                13               -13                 0             0  0
                35                15               -15                 0       7.4e-05  0
                35                21                21                 0      0.000417  0
                35                22                22                 0       1.5e-05  0
                35                22                23                 0       6.1e-05  0
                35                23                23                 0       0.30671  0
                35                24               -24                 0      0.689011  0
                35                23                25                 0             0  0
                35                25                25                 0      0.002889  0
                35                24               -37                 0             0  0
                35                37               -24                 0             0  0
                35                23                36                 0             0  0
                35                25                36                 0             0  0
                35                36                36                 0             0  0
                35           1000022           1000022                 0             0  0
                35           1000023           1000022                 0             0  0
                35           1000023           1000023                 0             0  0
                35           1000025           1000022                 0             0  0
                35           1000025           1000023                 0             0  0
                35           1000025           1000025                 0             0  0
                35           1000035           1000022                 0             0  0
                35           1000035           1000023                 0             0  0
                35           1000035           1000025                 0             0  0
                35           1000035           1000035                 0             0  0
                35           1000024          -1000024                 0             0  0
                35           1000024          -1000037                 0             0  0
                35           1000037          -1000024                 0             0  0
                35           1000037          -1000037                 0             0  0
                35           1000001          -1000001                 0             0  0
                35           2000001          -2000001                 0             0  0
                35           1000001          -2000001                 0             0  0
                35          -1000001           2000001                 0             0  0
                35           1000002          -1000002                 0             0  0
                35           2000002          -2000002                 0             0  0
                35           1000002          -2000002                 0             0  0
                35          -1000002           2000002                 0             0  0
                35           1000003          -1000003                 0             0  0
                35           2000003          -2000003                 0             0  0
                35           1000003          -2000003                 0             0  0
                35          -1000003           2000003                 0             0  0
                35           1000004          -1000004                 0             0  0
                35           2000004          -2000004                 0             0  0
                35           1000004          -2000004                 0             0  0
                35          -1000004           2000004                 0             0  0
                35           1000005          -1000005                 0             0  0
                35           2000005          -2000005                 0             0  0
                35           1000005          -2000005                 0             0  0
                35          -1000005           2000005                 0             0  0
                35           1000006          -1000006                 0             0  0
                35           2000006          -2000006                 0             0  0
                35           1000006          -2000006                 0             0  0
                35          -1000006           2000006                 0             0  0
                35           1000011          -1000011                 0             0  0
                35           2000011          -2000011                 0             0  0
                35           1000011          -2000011                 0             0  0
                35          -1000011           2000011                 0             0  0
                35           1000012          -1000012                 0             0  0
                35           2000012          -2000012                 0             0  0
                35           1000012          -2000012                 0             0  0
                35          -1000012           2000012                 0             0  0
                35           1000013          -1000013                 0             0  0
                35           2000013          -2000013                 0             0  0
                35           1000013          -2000013                 0             0  0
                35          -1000013           2000013                 0             0  0
                35           1000014          -1000014                 0             0  0
                35           2000014          -2000014                 0             0  0
                35           1000014          -2000014                 0             0  0
                35          -1000014           2000014                 0             0  0
                35           1000015          -1000015                 0             0  0
                35           2000015          -2000015                 0             0  0
                35           1000015          -2000015                 0             0  0
                35          -1000015           2000015                 0             0  0
                35           1000016          -1000016                 0             0  0
                35           2000016          -2000016                 0             0  0
                35           1000016          -2000016                 0             0  0
                35          -1000016           2000016                 0             0  0
                36                 1                -1                 0             0  0
                36                 2                -2                 0             0  0
                36                 3                -3                 0         1e-06  0
                36                 4                -4                 0      0.000121  0
                36                 5                -5                 0      0.001924  0
                36                 6                -6                 0             0  0
                36                11               -11                 0             0  0
                36                13               -13                 0         1e-06  0
                36                15               -15                 0      0.000184  0
                36                21                21                 0      0.003106  0
                36                22                22                 0       1.5e-05  0
                36                22                23                 0         3e-06  0
                36                23                23                 0             0  0
                36                24               -24                 0             0  0
                36                23                25                 0      0.994646  0
                36                25                25                 0             0  0
                36                24               -37                 0             0  0
                36                37               -24                 0             0  0
                36           1000022           1000022                 0             0  0
                36           1000023           1000022                 0             0  0
                36           1000023           1000023                 0             0  0
                36           1000025           1000022                 0             0  0
                36           1000025           1000023                 0             0  0
                36           1000025           1000025                 0             0  0
                36           1000035           1000022                 0             0  0
                36           1000035           1000023                 0             0  0
                36           1000035           1000025                 0             0  0
                36           1000035           1000035                 0             0  0
                36           1000024          -1000024                 0             0  0
                36           1000024          -1000037                 0             0  0
                36           1000037          -1000024                 0             0  0
                36           1000037          -1000037                 0             0  0
                36           1000001          -1000001                 0             0  0
                36           2000001          -2000001                 0             0  0
                36           1000001          -2000001                 0             0  0
                36          -1000001           2000001                 0             0  0
                36           1000002          -1000002                 0             0  0
                36           2000002          -2000002                 0             0  0
                36           1000002          -2000002                 0             0  0
                36          -1000002           2000002                 0             0  0
                36           1000003          -1000003                 0             0  0
                36           2000003          -2000003                 0             0  0
                36           1000003          -2000003                 0             0  0
                36          -1000003           2000003                 0             0  0
                36           1000004          -1000004                 0             0  0
                36           2000004          -2000004                 0             0  0
                36           1000004          -2000004                 0             0  0
                36          -1000004           2000004                 0             0  0
                36           1000005          -1000005                 0             0  0
                36           2000005          -2000005                 0             0  0
                36           1000005          -2000005                 0             0  0
                36          -1000005           2000005                 0             0  0
                36           1000006          -1000006                 0             0  0
                36           2000006          -2000006                 0             0  0
                36           1000006          -2000006                 0             0  0
                36          -1000006           2000006                 0             0  0
                36           1000011          -1000011                 0             0  0
                36           2000011          -2000011                 0             0  0
                36           1000011          -2000011                 0             0  0
                36          -1000011           2000011                 0             0  0
                36           1000012          -1000012                 0             0  0
                36           2000012          -2000012                 0             0  0
                36           1000012          -2000012                 0             0  0
                36          -1000012           2000012                 0             0  0
                36           1000013          -1000013                 0             0  0
                36           2000013          -2000013                 0             0  0
                36           1000013          -2000013                 0             0  0
                36          -1000013           2000013                 0             0  0
                36           1000014          -1000014                 0             0  0
                36           2000014          -2000014                 0             0  0
                36           1000014          -2000014                 0             0  0
                36          -1000014           2000014                 0             0  0
                36           1000015          -1000015                 0             0  0
                36           2000015          -2000015                 0             0  0
                36           1000015          -2000015                 0             0  0
                36          -1000015           2000015                 0             0  0
                36           1000016          -1000016                 0             0  0
                36           2000016          -2000016                 0             0  0
                36           1000016          -2000016                 0             0  0
                36          -1000016           2000016                 0             0  0
                37                -1                 2                 0             0  0
               -37                 1                -2                 0             0  0
                37                -3                 4                 0       2.1e-05  0
               -37                 3                -4                 0       2.1e-05  0
                37                -5                 6                 0      0.090135  0
               -37                 5                -6                 0      0.090135  0
                37               -11                12                 0             0  0
               -37                11               -12                 0             0  0
                37               -13                14                 0       1.3e-05  0
               -37                13               -14                 0       1.3e-05  0
                37               -15                16                 0      0.003714  0
               -37                15               -16                 0      0.003714  0
                37                24                25                 0      0.906117  0
               -37               -24                25                 0      0.906117  0
                37           1000022           1000024                 0             0  0
               -37           1000022          -1000024                 0             0  0
                37           1000022           1000037                 0             0  0
               -37           1000022          -1000037                 0             0  0
                37           1000023           1000024                 0             0  0
               -37           1000023          -1000024                 0             0  0
                37           1000023           1000037                 0             0  0
               -37           1000023          -1000037                 0             0  0
                37           1000025           1000024                 0             0  0
               -37           1000025          -1000024                 0             0  0
                37           1000025           1000037                 0             0  0
               -37           1000025          -1000037                 0             0  0
                37           1000035           1000024                 0             0  0
               -37           1000035          -1000024                 0             0  0
                37           1000035           1000037                 0             0  0
               -37           1000035          -1000037                 0             0  0
                37           1000006          -1000005                 0             0  0
               -37          -1000006           1000005                 0             0  0
                37           2000006          -1000005                 0             0  0
               -37          -2000006           1000005                 0             0  0
                37           1000006          -2000005                 0             0  0
               -37          -1000006           2000005                 0             0  0
                37           2000006          -2000005                 0             0  0
               -37          -2000006           2000005                 0             0  0
                37          -1000001           1000002                 0             0  0
               -37           1000001          -1000002                 0             0  0
                37          -1000003           1000004                 0             0  0
               -37           1000003          -1000004                 0             0  0
                37          -1000011           1000012                 0             0  0
               -37           1000011          -1000012                 0             0  0
                37          -1000013           1000014                 0             0  0
               -37           1000013          -1000014                 0             0  0
                37          -1000015           1000016                 0             0  0
               -37           1000015          -1000016                 0             0  0
                37          -2000015           1000016                 0             0  0
               -37           2000015          -1000016                 0             0  0
                41                 1                -3                 0      0.215119  0
               -41                -1                 3                 0      0.215119  0
                41                 2                -4                 0      0.215119  0
               -41                -2                 4                 0      0.215119  0
                41                 3                -5                 0      0.215119  0
               -41                -3                 5                 0      0.215119  0
                41                 4                -6                 0      0.214724  0
               -41                -4                 6                 0      0.214724  0
                41                11               -13                 0       0.06996  0
               -41               -11                13                 0       0.06996  0
                41                13               -15                 0      0.069959  0
               -41               -13                15                 0      0.069959  0
                42                 2                11                 0             1  0
               -42                -2               -11                 0             1  0
               111                22                22                 0       0.98799  0
