# pt   RAA_central    RAA_lower    RAA_upper  
400  0.5
0.25  0.93572  0.884168  0.978503
0.75  0.942333  0.889477  0.982808
1.25  0.949174  0.901101  0.987914
1.75  0.955064  0.910207  0.990812
2.25  0.964322  0.925758  0.998
2.75  0.973947  0.935013  1.00075
3.25  0.980981  0.950071  1.0049
3.75  0.986282  0.960452  1.00815
4.25  0.990009  0.966953  1.01055
4.75  0.992567  0.972041  1.01201
5.25  0.994011  0.975835  1.01256
5.75  0.995771  0.979235  1.01344
6.25  0.997838  0.982265  1.01464
6.75  0.999879  0.985239  1.01584
7.25  1.00184  0.988246  1.01641
7.75  1.00372  0.991284  1.01637
8.25  1.00558  0.994266  1.01632
8.75  1.00742  0.997195  1.01628
9.25  1.00855  0.999413  1.01693
9.75  1.00898  1.00095  1.01826
10.25  1.00941  1.00247  1.01958
10.75  1.00984  1.00398  1.02089
11.25  1.01029  1.00479  1.0216
11.75  1.01078  1.00493  1.02171
12.25  1.01127  1.00506  1.02183
12.75  1.01175  1.00519  1.02194
13.25  1.01223  1.00532  1.02206
13.75  1.01271  1.00545  1.02218
14.25  1.01319  1.00559  1.02229
14.75  1.01367  1.00572  1.02241
15.25  1.01415  1.00585  1.02252
15.75  1.01463  1.00598  1.02264
16.25  1.01493  1.00614  1.02281
16.75  1.01506  1.00632  1.02303
17.25  1.01519  1.00651  1.02325
17.75  1.01533  1.00669  1.02347
18.25  1.01546  1.00687  1.02369
18.75  1.01559  1.00706  1.0239
19.25  1.01572  1.00724  1.02412
19.75  1.01585  1.00742  1.02434
20.25  1.01599  1.0076  1.02456
20.75  1.01612  1.00779  1.02478
21.25  1.01625  1.00797  1.02499
21.75  1.01638  1.00815  1.02521
22.25  1.01651  1.00833  1.02543
22.75  1.01664  1.00851  1.02564
23.25  1.01677  1.00869  1.02586
23.75  1.0169  1.00887  1.02608
24.25  1.01704  1.00905  1.02629
24.75  1.01717  1.00924  1.02651
25.25  1.0173  1.00942  1.02672
25.75  1.01743  1.0096  1.02694
26.25  1.01756  1.00978  1.02715
26.75  1.01769  1.00996  1.02737
27.25  1.01782  1.01013  1.02758
27.75  1.01795  1.01031  1.02779
28.25  1.01808  1.01049  1.02801
28.75  1.01821  1.01067  1.02822
29.25  1.01834  1.01085  1.02843
29.75  1.01847  1.01103  1.02865
30.25  1.0186  1.01121  1.02886
30.75  1.01873  1.01139  1.02907
31.25  1.01886  1.01156  1.02928
31.75  1.01899  1.01174  1.0295
32.25  1.01912  1.01192  1.02971
32.75  1.01925  1.0121  1.02992
33.25  1.01937  1.01227  1.03013
33.75  1.0195  1.01245  1.03034
34.25  1.01963  1.01263  1.03055
34.75  1.01976  1.01281  1.03076
35.25  1.01983  1.01289  1.03087
35.75  1.01983  1.01289  1.03087
36.25  1.01983  1.01289  1.03087
36.75  1.01983  1.01289  1.03087
37.25  1.01983  1.01289  1.03087
37.75  1.01983  1.01289  1.03087
38.25  1.01983  1.01289  1.03087
38.75  1.01983  1.01289  1.03087
39.25  1.01983  1.01289  1.03087
39.75  1.01983  1.01289  1.03087
40.25  1.01983  1.01289  1.03087
40.75  1.01983  1.01289  1.03087
41.25  1.01983  1.01289  1.03087
41.75  1.01983  1.01289  1.03087
42.25  1.01983  1.01289  1.03087
