# pt   RAA_central    RAA_lower    RAA_upper  
400  0.5
0.25  0.748919  0.583412  0.900708
0.75  0.763979  0.597516  0.921964
1.25  0.780574  0.618466  0.937316
1.75  0.799379  0.645867  0.946078
2.25  0.826607  0.679996  0.968052
2.75  0.859078  0.719231  0.989768
3.25  0.883555  0.754449  1.01247
3.75  0.905599  0.783344  1.02476
4.25  0.925294  0.806276  1.02683
4.75  0.937097  0.82276  1.02613
5.25  0.941162  0.832969  1.02265
5.75  0.946996  0.848691  1.02559
6.25  0.954584  0.869781  1.03493
6.75  0.962141  0.890627  1.04423
7.25  0.968856  0.903197  1.04813
7.75  0.974737  0.907662  1.04667
8.25  0.9806  0.912118  1.04521
8.75  0.986445  0.916561  1.04375
9.25  0.989182  0.920591  1.04319
9.75  0.988822  0.924209  1.04353
10.25  0.988463  0.92782  1.04386
10.75  0.988104  0.931424  1.0442
11.25  0.990477  0.936381  1.04589
11.75  0.995573  0.942681  1.04892
12.25  1.00065  0.948958  1.05195
12.75  1.00572  0.955214  1.05497
13.25  1.01078  0.96145  1.05799
13.75  1.01582  0.967664  1.061
14.25  1.02085  0.973858  1.06401
14.75  1.02587  0.980031  1.06702
15.25  1.03088  0.986185  1.07002
15.75  1.03587  0.992319  1.07302
16.25  1.03879  0.995537  1.07526
16.75  1.03965  0.995854  1.07674
17.25  1.04051  0.996171  1.07822
17.75  1.04137  0.996488  1.0797
18.25  1.04223  0.996805  1.08118
18.75  1.04309  0.997122  1.08266
19.25  1.04395  0.99744  1.08414
19.75  1.04481  0.997756  1.08561
20.25  1.04567  0.998073  1.08709
20.75  1.04653  0.99839  1.08856
21.25  1.04739  0.998707  1.09004
21.75  1.04824  0.999024  1.09151
22.25  1.0491  0.999341  1.09298
22.75  1.04996  0.999657  1.09445
23.25  1.05081  0.999973  1.09592
23.75  1.05167  1.00029  1.09739
24.25  1.05253  1.00061  1.09886
24.75  1.05338  1.00092  1.10033
25.25  1.05424  1.00124  1.10179
25.75  1.05509  1.00156  1.10326
26.25  1.05594  1.00187  1.10472
26.75  1.0568  1.00219  1.10618
27.25  1.05765  1.0025  1.10765
27.75  1.05851  1.00282  1.10911
28.25  1.05936  1.00314  1.11057
28.75  1.06021  1.00345  1.11203
29.25  1.06106  1.00377  1.11348
