# pt   RAA_central    RAA_lower    RAA_upper  
400  0.5
0.25  0.645419  0.447558  0.852309
0.75  0.664937  0.463383  0.883082
1.25  0.68672  0.487024  0.905594
1.75  0.711742  0.518651  0.918552
2.25  0.748565  0.559279  0.951389
2.75  0.793363  0.60766  0.984319
3.25  0.827811  0.652557  1.01925
3.75  0.859348  0.690383  1.03837
4.25  0.887945  0.721008  1.0416
4.75  0.905272  0.743322  1.04051
5.25  0.911272  0.757263  1.03508
5.75  0.919914  0.778923  1.03968
6.25  0.931205  0.808353  1.05431
6.75  0.942507  0.837876  1.06896
7.25  0.952599  0.855888  1.07514
7.75  0.961476  0.862327  1.07283
8.25  0.970359  0.86877  1.07052
8.75  0.979251  0.875217  1.06821
9.25  0.983425  0.88108  1.06732
9.75  0.982876  0.886359  1.06785
10.25  0.982328  0.891642  1.06838
10.75  0.98178  0.896926  1.06892
11.25  0.985403  0.904217  1.07158
11.75  0.993203  0.913518  1.07639
12.25  1.00101  0.922828  1.08119
12.75  1.00882  0.932145  1.08599
13.25  1.01663  0.941471  1.0908
13.75  1.02445  0.950805  1.09561
14.25  1.03228  0.960147  1.10042
14.75  1.04011  0.969496  1.10523
15.25  1.04794  0.978853  1.11004
15.75  1.05578  0.988219  1.11486
16.25  1.06038  0.993148  1.11846
16.75  1.06174  0.993633  1.12085
17.25  1.0631  0.99412  1.12324
17.75  1.06445  0.994607  1.12562
18.25  1.06581  0.995093  1.12801
18.75  1.06717  0.99558  1.1304
19.25  1.06852  0.996067  1.13279
19.75  1.06988  0.996552  1.13518
20.25  1.07124  0.997039  1.13757
20.75  1.0726  0.997526  1.13996
21.25  1.07396  0.998012  1.14236
21.75  1.07532  0.998499  1.14475
22.25  1.07667  0.998986  1.14714
22.75  1.07803  0.999472  1.14953
23.25  1.07939  0.999959  1.15193
23.75  1.08075  1.00045  1.15432
24.25  1.08211  1.00093  1.15671
24.75  1.08347  1.00142  1.15911
25.25  1.08483  1.00191  1.1615
25.75  1.08619  1.00239  1.1639
26.25  1.08755  1.00288  1.16629
26.75  1.08891  1.00337  1.16869
27.25  1.09027  1.00385  1.17108
27.75  1.09162  1.00434  1.17348
28.25  1.09299  1.00483  1.17588
28.75  1.09435  1.00531  1.17827
29.25  1.09571  1.0058  1.18067
29.75  1.09707  1.00629  1.18307
30.25  1.09843  1.00677  1.18547
30.75  1.09979  1.00726  1.18787
31.25  1.10115  1.00775  1.19026
