# pt      RAA_central   RAA_lower    RAA_upper
400   0.5d0
0.250000  0.672573  0.483020  0.865072
0.750000  0.690933  0.498407  0.893344
1.250000  0.711367  0.521367  0.913971
1.750000  0.734770  0.551919  0.925823
2.250000  0.769089  0.590882  0.955794
2.750000  0.810665  0.636905  0.985761
3.250000  0.842501  0.679294  1.017451
3.750000  0.871547  0.714798  1.034761
4.250000  0.897803  0.743418  1.037690
4.750000  0.913676  0.764211  1.036699
5.250000  0.919166  0.777177  1.031786
5.750000  0.927068  0.797285  1.035945
6.250000  0.937383  0.824533  1.049176
6.750000  0.947697  0.851781  1.062407
7.250000  0.956897  0.868365  1.067979
7.750000  0.964983  0.874285  1.065894
8.250000  0.973068  0.880206  1.063808
8.750000  0.981154  0.886126  1.061723
9.250000  0.984948  0.891507  1.060921
9.750000  0.984449  0.896349  1.061402
10.250000  0.983951  0.901192  1.061883
10.750000  0.983453  0.906034  1.062364
11.250000  0.986746  0.912710  1.064770
11.750000  0.993830  0.921221  1.069102
12.250000  1.000914  0.929731  1.073433
12.750000  1.007998  0.938241  1.077765
13.250000  1.015082  0.946752  1.082097
13.750000  1.022167  0.955262  1.086428
14.250000  1.029251  0.963773  1.090760
14.750000  1.036335  0.972283  1.095091
15.250000  1.043419  0.980793  1.099423
15.750000  1.050503  0.989304  1.103754
16.250000  1.054658  0.993780  1.106994
16.750000  1.055883  0.994221  1.109141
17.250000  1.057109  0.994663  1.111288
17.750000  1.058334  0.995105  1.113435
18.250000  1.059559  0.995546  1.115582
18.750000  1.060785  0.995988  1.117729
19.250000  1.062010  0.996430  1.119876
19.750000  1.063235  0.996871  1.122023
20.250000  1.064461  0.997313  1.124170
20.750000  1.065686  0.997755  1.126317
21.250000  1.066911  0.998196  1.128464
21.750000  1.068137  0.998638  1.130612
22.250000  1.069362  0.999080  1.132759
22.750000  1.070587  0.999521  1.134906
23.250000  1.071813  0.999963  1.137053
23.750000  1.073038  1.000405  1.139200
24.250000  1.074263  1.000846  1.141347
24.750000  1.075488  1.001288  1.143494
25.250000  1.076714  1.001730  1.145641
25.750000  1.077939  1.002171  1.147788
26.250000  1.079164  1.002613  1.149935
26.750000  1.080390  1.003055  1.152082
27.250000  1.081615  1.003496  1.154229
27.750000  1.082840  1.003938  1.156376
28.250000  1.084066  1.004380  1.158524
28.750000  1.085291  1.004821  1.160671
29.250000  1.086516  1.005263  1.162818
29.750000  1.087742  1.005705  1.164965
30.250000  1.088967  1.006146  1.167112
30.750000  1.090192  1.006588  1.169259
31.250000  1.091418  1.007030  1.171406
31.750000  1.092643  1.007471  1.173553
32.250000  1.093868  1.007913  1.175700
32.750000  1.095093  1.008355  1.177847
33.250000  1.096319  1.008796  1.179994
